date,fund,benchmark_return,fund_return,active_return,IWF,IWD,IWO,IWN,TLT,SHY,LQD,EFA,EEM
2023-04-28,LCGFX,0.006967039255947273,0.030102,0.023134960744052725,0.593916310856196,0.07975562864192348,0.23320034065375297,0.0,0.01508205177678926,7.659551240532595e-18,0.0,0.07804566807133828,5.782411586589357e-18
2023-05-31,LCGFX,0.03350784532794611,0.039128,0.005620154672053894,0.7775491997988095,0.0,0.1421268678178768,4.5296005816143266e-18,0.0033485672204634637,0.0,0.00023644147011068152,0.07673892369273963,0.0
2023-06-30,LCGFX,0.06676810301457481,0.046711,-0.020057103014574806,0.7677795409024023,0.0,0.15970655430969458,6.084393288004279e-18,0.01588600000455959,0.0,4.046067768193929e-18,0.05662790478334357,1.0986582014519778e-17
2023-07-31,LCGFX,0.03438447435280778,0.024135,-0.010249474352807781,0.756232998784464,6.938893903907228e-18,0.1566382735105283,0.0,0.0250428976823376,0.0,0.0,0.062085830022670124,0.0
2023-08-31,LCGFX,-0.01904828562705562,-0.001334,0.017714285627055622,0.7444219967050636,1.0408340855860843e-17,0.1550360742592109,0.0,0.025995391068294908,2.6956823518081224e-18,0.0,0.07454653796743069,2.3129646622084293e-17
2023-09-29,LCGFX,-0.056818115988243344,-0.047195,0.009623115988243343,0.7449462064449955,0.0,0.1424126128866291,4.281867347893894e-19,0.05829860238725282,0.0,0.0,0.054342578281122586,4.625929384157683e-18
2023-10-31,LCGFX,-0.027461622373939447,-0.006075,0.021386622373939446,0.7245349469603728,0.0,0.14835919346846307,1.140704930591684e-17,0.07223846915582585,1.5717619664168108e-18,0.0,0.05486739041533829,1.3877788083541323e-17
2023-11-30,LCGFX,0.10686243194533644,0.112835,0.005972568054663563,0.9130258117161681,0.05063693291575199,0.00494893549744395,1.1538436936759078e-18,0.0,4.386403566965462e-18,0.022080505467431337,0.009307814403204603,0.0
2023-12-29,LCGFX,0.0605143672742313,0.04098,-0.019534367274231294,0.7107282722618943,0.0,0.15894409572378732,0.0,0.08961344285997148,9.940963908756223e-19,0.0,0.040714189154347075,0.0
2024-01-31,LCGFX,0.014413256746191363,0.041396,0.026982743253808637,0.7924670609739335,6.938893903907228e-18,0.11727454058504812,0.0,0.04719447222110047,0.0,2.7896396850181896e-18,0.0430639262199182,0.0
2024-02-29,LCGFX,0.0638410450995562,0.076773,0.012931954900443798,0.7604981371447588,0.0,0.16025355070238778,0.0,0.034091876653754564,9.361399514756166e-19,2.034657278621732e-18,0.045156435499098896,0.0
2024-03-28,LCGFX,0.02092830165618211,0.024249,0.0033206983438178912,0.7040353605638786,0.0,0.1935044947782711,2.4168774074396662e-17,0.04938690226918525,6.6489270573584555e-18,0.0,0.053073242388664885,0.0
2024-04-30,LCGFX,-0.04918234390831986,-0.04629,0.0028923439083198624,0.7046138566911211,1.734723475976807e-18,0.19236020397170694,1.1360204607068403e-17,0.049490609471827235,0.0,1.6551625284456071e-18,0.05353532986534465,1.61907524041548e-17
2024-05-31,LCGFX,0.058974672920097636,0.03631,-0.022664672920097634,0.9579101752969623,8.239901401251248e-19,0.0,4.9531602141642174e-18,0.03646355406699153,0.0,0.002559066097527138,0.003067204538519035,8.299902513023406e-18
2024-06-28,LCGFX,0.05889736483747712,0.061494,0.002596635162522877,0.886809446234313,0.0014151880814778218,0.04748170048611866,0.0,0.0,7.290961979793779e-18,0.06429366519809052,0.0,8.962737959213502e-18
2024-07-31,LCGFX,-0.0047090423727510515,-0.011788,-0.007078957627248948,0.8131363255969553,4.7244710213813446e-18,0.07840217715410847,1.6154163892651357e-17,0.012637115300694536,0.0,0.09582438194824182,0.0,0.0
2024-08-30,LCGFX,0.019269267500278353,0.002386,-0.016883267500278354,0.9110533009084022,4.202370666162031e-18,0.02969139737744831,6.2516593988903305e-18,0.0,0.0,0.0592553017141496,2.0612121049845904e-18,0.0
2024-09-30,LCGFX,0.027467892060201737,0.023121,-0.0043468920602017375,0.8985700761274681,1.1300777057443772e-17,0.04518397508764849,0.0,1.064093966986612e-17,0.0,0.05624594878488347,0.0,0.0
2024-10-31,LCGFX,-0.00676269076088884,-0.002659,0.00410369076088884,0.8780418329841015,0.0,0.02274093742340616,0.0,0.0,1.0518121796960411e-17,0.09921722959249231,3.469446951953614e-18,0.0
2024-11-29,LCGFX,0.06364468785237572,0.06098,-0.0026646878523757175,0.965034575730963,3.3654432136949632e-18,0.0,0.0,0.0,2.3944815403216226e-18,0.03496542426903707,2.5898920451859816e-18,5.5628985929164684e-18
2024-12-31,LCGFX,0.007195740707882818,-0.024283,-0.03147874070788282,0.9575931804682387,0.002459947650362146,0.002977918076989378,2.1259180845913114e-18,0.0020016350357809367,0.0,0.034967318768628866,0.0,0.0
2025-01-31,LCGFX,0.023243112092752555,0.018411,-0.004832112092752555,0.7151333603910597,1.734723475976807e-18,0.19452892884604672,4.563362879247962e-18,1.2394587165770464e-17,0.0,0.021598163118582075,0.06528066224994679,0.0034588853943647254
2025-02-28,LCGFX,-0.03380161776614182,-0.042183,-0.008381382233858176,0.8095899310979933,0.0,0.10172777924609706,0.0,0.0,1.6010394683994691e-18,0.014809243320291522,0.054590134037022744,0.019282912298595467
2025-03-31,LCGFX,-0.07665124473807673,-0.078993,-0.0023417552619232618,0.8867144846276434,0.05024615307613904,0.01083027524575779,1.970239674282694e-18,0.024735268881454442,0.0,0.0020251879683173967,1.2112981535428409e-18,0.02544863020068799
2025-04-30,LCGFX,0.013754597905566872,0.004934,-0.008820597905566871,0.9308014577404158,0.03274365154727091,0.0,0.00010776142988975426,8.673617379884035e-19,0.0,0.0002095936797386891,0.0011609785340470917,0.03497655706863792
2025-05-30,LCGFX,0.08091655776341655,0.0929,0.011983442236583444,0.8380642819107655,5.6441607456129826e-18,0.10461231819677086,0.0,0.03591327879361353,1.7410329246651666e-18,5.204170427930421e-18,3.903127820947816e-18,0.02141012109885004
2025-06-30,LCGFX,0.06200992904452864,0.072564,0.01055407095547136,0.8646401942353484,4.5873572862724835e-18,0.062096888397826164,3.545921308764581e-18,0.005026883005727043,0.0,0.0354574157436782,0.006430254623076111,0.0263483639943441
2025-07-31,LCGFX,0.031938009312958406,0.035116,0.003177990687041596,0.872592291787767,0.0,0.013162025693895232,3.088534471373165e-18,0.023516822332989924,6.476666260390366e-18,0.0,0.04089971818000363,0.049829142005344135
2025-08-29,LCGFX,0.019317571249792772,0.005602,-0.013715571249792773,0.7860332127275196,1.734723475976807e-18,0.13959936555546548,0.0,0.000739202788315681,0.019793353379748517,0.0,0.0006422373246608701,0.05319262822428994
2025-09-30,LCGFX,0.051236230325359164,0.033117,-0.018119230325359163,0.7759955153265249,0.0,0.13500280382629762,0.0,0.0009304149559421448,0.01507184240302668,0.0016612532301686746,0.0003001466090624932,0.0710380236489776
2025-10-31,LCGFX,0.03447176873570838,0.025165,-0.009306768735708383,0.7635406947205894,0.0,0.14368088656634245,9.911263319576469e-18,0.02852741016308522,0.019820253009314885,0.009933922217648265,0.0,0.034496833323019754
2025-11-28,LCGFX,-0.01661876937769285,-0.024547,-0.007928230622307148,0.8045289520911612,0.0,0.14957021920095462,5.990744123462699e-18,0.002206610196830734,0.013368763635853865,0.002224214614513392,0.0033050527950080383,0.024796187465678052
2025-12-31,LCGFX,-0.005066539645675808,-0.018743,-0.013676460354324191,0.7430618805528928,0.0,0.1643605626672261,0.0,1.8343636761277742e-18,0.022423398467067764,0.00987491338812958,4.611596261175057e-18,0.06027924492468379
